title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Lyric of Wind,"The Wildsong Series, Book 4","[""Tricia O'Malley""]","['Amy Landon', 'Gary Furlong']",Wildsong,Length: 6 hrs and 23 mins,Release date: 10-25-23,Language: English,5 out of 5 stars,11 ratings,$19.95,,,[],https://www.audible.com/pd/Lyric-of-Wind-Audiobook/B0CLS6D12Z?qid=1702366321&sr=1-231&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_31&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Social Media Marketing for Beginners,"Unleashing the Power of Digital Marketing, Build a Strong Online Presence of Your Business (How to Make Money, Book 15)","['Blake Preston', 'Brian Scott Fitzgerald']",['Tom Brooks'],,Length: 3 hrs and 13 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,10 ratings,$14.95,,,[],https://www.audible.com/pd/Social-Media-Marketing-for-Beginners-Audiobook/B0CLLN2852?qid=1702366321&sr=1-232&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_32&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Fellowship of Bakers & Magic,"Adenashire, A Cozy Fantasy Book Series",['J. Penner'],['Vicki-Jo Eva'],Adenashire,Length: 7 hrs and 27 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,12 ratings,$19.95,,,[],https://www.audible.com/pd/A-Fellowship-of-Bakers-Magic-Audiobook/B0CNHHG7DP?qid=1702366321&sr=1-233&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_33&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Braxten,"Creed Brothers, Book 2",['K.C. Lynn'],"['Callie Dalton', 'Teddy Hamilton']",Creed Brothers,Length: 7 hrs and 52 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,12 ratings,$17.49,,,[],https://www.audible.com/pd/Braxten-Audiobook/B0CMKHV329?qid=1702366321&sr=1-234&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_34&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How Broadway Became Broadway,The History of the Musicals & Shows That Created the Iconic Street,['Isaac Q. Miller'],['Sean Oblak'],,Length: 3 hrs and 53 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,12 ratings,$14.95,,,[],https://www.audible.com/pd/How-Broadway-Became-Broadway-Audiobook/B0CNQR3947?qid=1702366321&sr=1-235&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_35&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Brokedown Prophets,,"['S. A. Cosby', 'Kevin Hart', 'Charlamagne Tha God', 'SBH Productions']",['full cast'],,Length: 4 hrs and 9 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,75 ratings,$24.95,,,[],https://www.audible.com/pd/Brokedown-Prophets-Audiobook/B0CN7LDGTX?qid=1702366321&sr=1-236&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_36&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Naughty-ish,A Naughty Next-Door Neighbor Holiday Romance,['L.B. Dunbar'],"['Stella Hunter', 'Teddy Hamilton']",Holiday HOTTIES,Length: 4 hrs and 54 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,30 ratings,$14.95,,,[],https://www.audible.com/pd/Naughty-ish-Audiobook/B0CNDDC438?qid=1702366321&sr=1-237&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_37&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Striking Oaths,"The Kingdom of Crows, Book 3",['Olivia Wildenstein'],['Olivia King'],Kingdom of Crows,Length: 15 hrs and 52 mins,Release date: 10-25-23,Language: English,4.5 out of 5 stars,60 ratings,$24.95,,,[],https://www.audible.com/pd/House-of-Striking-Oaths-Audiobook/B0CLQ1SSZJ?qid=1702366321&sr=1-238&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_38&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
By the Grace of the Gods: Volume 7,"By the Grace of the Gods Series, Book 7","['Roy', 'Adam Seacord - translator']",['Ray Greenley'],By the Grace of the Gods Series,Length: 6 hrs and 9 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,19 ratings,$17.49,,,[],https://www.audible.com/pd/By-the-Grace-of-the-Gods-Volume-7-Audiobook/B0CN7LHGXQ?qid=1702366321&sr=1-239&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_39&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hometown Hero,"The Breeder, Book 1",['B.A. Oliver'],"['Arthur Bray', 'Raya Kane']",The Breeder,Length: 10 hrs and 3 mins,Release date: 12-01-23,Language: English,4.5 out of 5 stars,19 ratings,$48.99,,,[],https://www.audible.com/pd/Hometown-Hero-Audiobook/B0CNL6XHSG?qid=1702366321&sr=1-240&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_40&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
World Keeper: Digital Advent,"World Keeper, Book 11",['Justin Miller'],['Stephen Bel Davies'],World Keeper Series,Length: 26 hrs and 2 mins,Release date: 12-05-23,Language: English,5 out of 5 stars,15 ratings,$24.49,,,[],https://www.audible.com/pd/World-Keeper-Digital-Advent-Audiobook/B0CL5JQQG9?qid=1702366321&sr=1-241&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_41&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
To Spark a Match,"The Matchmakers, Book 2",['Jen Turano'],['Nancy Peterson'],The Matchmakers,Length: 11 hrs and 40 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,14 ratings,$20.99,,,[],https://www.audible.com/pd/To-Spark-a-Match-Audiobook/B0CLVS6WTL?qid=1702366321&sr=1-242&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How to Lose a Guy Before Christmas,,['A.J. Pine'],"['Andi Arndt', 'Jason Clarke']",,Length: 5 hrs and 24 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,"1,306 ratings",$29.95,,,[],https://www.audible.com/pd/How-to-Lose-a-Guy-Before-Christmas-Audiobook/B0CMZ1QRHD?qid=1702366321&sr=1-243&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
After Us,"The Abyss, Book 3",['Nathan Hystad'],['Marc Vietor'],The Abyss,Length: 9 hrs and 16 mins,Release date: 11-07-23,Language: English,4.5 out of 5 stars,28 ratings,$19.95,,,[],https://www.audible.com/pd/After-Us-Audiobook/B0CLGQ5KXW?qid=1702366321&sr=1-244&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Upon Waking,60 Daily Reflections to Discover Ourselves and the God We Were Made For,['Jackie Hill Perry'],['Jackie Hill Perry'],,Length: 3 hrs and 28 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,11 ratings,$16.09,,,[],https://www.audible.com/pd/Upon-Waking-Audiobook/B0CM6XDBTD?qid=1702366321&sr=1-245&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Boss Chicks 2,"Boss Chicks, Book 2",['Shvonne Latrice'],"['Katherine Dollison', 'Winston James']",Boss Chicks,Length: 11 hrs and 44 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,11 ratings,$44.99,,,[],https://www.audible.com/pd/Boss-Chicks-2-Audiobook/B0CLLGM1YY?qid=1702366321&sr=1-246&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Damaged Princess,"The Exchange, Book 2",['Jillian West'],"['Gideon Frost', 'Michelle Sparks']",The Exchange,Length: 8 hrs and 29 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,11 ratings,$39.99,,,[],https://www.audible.com/pd/Damaged-Princess-Audiobook/B0CLSP8XWJ?qid=1702366321&sr=1-247&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Single Soul,,['L.A. Witt'],['Michael Ferraiuolo'],,Length: 4 hrs and 3 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,11 ratings,$14.95,,,[],https://www.audible.com/pd/A-Single-Soul-Audiobook/B0CLH6V45S?qid=1702366321&sr=1-248&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Dead Man of Storr,"A D.I. Duncan McAdam Mystery (The Misty Isle, Book 2)",['J M Dalgliesh'],['Angus King'],The Misty Isle,Length: 10 hrs and 9 mins,Release date: 11-19-23,Language: English,4.5 out of 5 stars,27 ratings,$24.95,,,[],https://www.audible.com/pd/The-Dead-Man-of-Storr-Audiobook/B0CLVQ15JQ?qid=1702366321&sr=1-249&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Caught Sleeping,"The Senator's Wife, Book 2",['Jen Lyon'],['Abby Craden'],The Senator's Wife,Length: 10 hrs and 1 min,Release date: 12-08-23,Language: English,5 out of 5 stars,12 ratings,$24.95,,,[],https://www.audible.com/pd/Caught-Sleeping-Audiobook/B0CPNSLJV9?qid=1702366321&sr=1-250&ref_pageloadid=ut5ElslDF5aDjFWA&ref=a_search_c3_lProduct_5_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=0325R6AMSJEJ2B5ZSTKP&pageLoadId=pZgqVJNFGgT0fDhs&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
After Glow,"Lost Kings MC, Book 11",['Autumn Jones Lake'],"['Elizabeth Hart', 'Troy Duran']",Lost Kings MC Series,Length: 7 hrs and 32 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,16 ratings,$17.49,,,[],https://www.audible.com/pd/After-Glow-Audiobook/B0CN7C4J81?qid=1702366350&sr=1-251&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Jackal Among Snakes, Book 1",A GameLit Fantasy,"['Nemorosus', 'R.A. Wilkins']",['Luke Daniels'],Jackal Among Snakes,Length: 13 hrs and 5 mins,Release date: 11-21-23,Language: English,4.5 out of 5 stars,37 ratings,$24.95,,,[],https://www.audible.com/pd/Jackal-Among-Snakes-Book-1-Audiobook/B0CNS8TCMV?qid=1702366350&sr=1-252&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Goblin Breeder,A Slice of Life Harem Fantasy,['Micky Carre'],"['Renée Nolen', 'Alfie Syme']",Goblin Breeder,Length: 11 hrs and 45 mins,Release date: 11-15-23,Language: English,4.5 out of 5 stars,34 ratings,$48.99,,,[],https://www.audible.com/pd/Goblin-Breeder-Audiobook/B0CN88WSMZ?qid=1702366350&sr=1-253&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Paradise King,The Tragic History and Spectacular Future of Everything According to Jesus of Nazareth,['Blaine Eldredge'],['Blaine Eldredge'],,Length: 12 hrs and 18 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,10 ratings,$24.95,,,[],https://www.audible.com/pd/The-Paradise-King-Audiobook/B0CN3X8PR2?qid=1702366350&sr=1-254&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Rising of the Shield Hero Volume 07,,['Aneko Yusagi'],['Matthew Bridges'],Rising of the Shield Hero Series,Length: 8 hrs and 13 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,10 ratings,$17.50,,,[],https://www.audible.com/pd/The-Rising-of-the-Shield-Hero-Volume-07-Audiobook/B0CKY7D7XG?qid=1702366350&sr=1-255&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Lyric of Wind,"The Wildsong Series, Book 4","[""Tricia O'Malley""]","['Amy Landon', 'Gary Furlong']",Wildsong,Length: 6 hrs and 23 mins,Release date: 10-25-23,Language: English,5 out of 5 stars,11 ratings,$19.95,,,[],https://www.audible.com/pd/Lyric-of-Wind-Audiobook/B0CLS6D12Z?qid=1702366350&sr=1-256&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Social Media Marketing for Beginners,"Unleashing the Power of Digital Marketing, Build a Strong Online Presence of Your Business (How to Make Money, Book 15)","['Blake Preston', 'Brian Scott Fitzgerald']",['Tom Brooks'],,Length: 3 hrs and 13 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,10 ratings,$14.95,,,[],https://www.audible.com/pd/Social-Media-Marketing-for-Beginners-Audiobook/B0CLLN2852?qid=1702366350&sr=1-257&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
A Fellowship of Bakers & Magic,"Adenashire, A Cozy Fantasy Book Series",['J. Penner'],['Vicki-Jo Eva'],Adenashire,Length: 7 hrs and 27 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,12 ratings,$19.95,,,[],https://www.audible.com/pd/A-Fellowship-of-Bakers-Magic-Audiobook/B0CNHHG7DP?qid=1702366350&sr=1-258&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Braxten,"Creed Brothers, Book 2",['K.C. Lynn'],"['Callie Dalton', 'Teddy Hamilton']",Creed Brothers,Length: 7 hrs and 52 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,12 ratings,$17.49,,,[],https://www.audible.com/pd/Braxten-Audiobook/B0CMKHV329?qid=1702366350&sr=1-259&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
How Broadway Became Broadway,The History of the Musicals & Shows That Created the Iconic Street,['Isaac Q. Miller'],['Sean Oblak'],,Length: 3 hrs and 53 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,12 ratings,$14.95,,,[],https://www.audible.com/pd/How-Broadway-Became-Broadway-Audiobook/B0CNQR3947?qid=1702366350&sr=1-260&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Brokedown Prophets,,"['S. A. Cosby', 'Kevin Hart', 'Charlamagne Tha God', 'SBH Productions']",['full cast'],,Length: 4 hrs and 9 mins,Release date: 11-22-23,Language: English,4.5 out of 5 stars,75 ratings,$24.95,,,[],https://www.audible.com/pd/Brokedown-Prophets-Audiobook/B0CN7LDGTX?qid=1702366350&sr=1-261&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Along the River of Flesh,"Gone to See the River Man Series, Book 2",['Kristopher Triana'],['Chuck Brugee'],Gone to See the River Man,Length: 7 hrs and 25 mins,Release date: 10-13-23,Language: English,4.5 out of 5 stars,20 ratings,$19.95,,,[],https://www.audible.com/pd/Along-the-River-of-Flesh-Audiobook/B0CKY6KKMB?qid=1702366350&sr=1-262&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Naughty-ish,A Naughty Next-Door Neighbor Holiday Romance,['L.B. Dunbar'],"['Stella Hunter', 'Teddy Hamilton']",Holiday HOTTIES,Length: 4 hrs and 54 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,30 ratings,$14.95,,,[],https://www.audible.com/pd/Naughty-ish-Audiobook/B0CNDDC438?qid=1702366350&sr=1-263&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
House of Striking Oaths,"The Kingdom of Crows, Book 3",['Olivia Wildenstein'],['Olivia King'],Kingdom of Crows,Length: 15 hrs and 52 mins,Release date: 10-25-23,Language: English,4.5 out of 5 stars,60 ratings,$24.95,,,[],https://www.audible.com/pd/House-of-Striking-Oaths-Audiobook/B0CLQ1SSZJ?qid=1702366350&sr=1-264&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
By the Grace of the Gods: Volume 7,"By the Grace of the Gods Series, Book 7","['Roy', 'Adam Seacord - translator']",['Ray Greenley'],By the Grace of the Gods Series,Length: 6 hrs and 9 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,19 ratings,$17.49,,,[],https://www.audible.com/pd/By-the-Grace-of-the-Gods-Volume-7-Audiobook/B0CN7LHGXQ?qid=1702366350&sr=1-265&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Hometown Hero,"The Breeder, Book 1",['B.A. Oliver'],"['Arthur Bray', 'Raya Kane']",The Breeder,Length: 10 hrs and 3 mins,Release date: 12-01-23,Language: English,4.5 out of 5 stars,19 ratings,$48.99,,,[],https://www.audible.com/pd/Hometown-Hero-Audiobook/B0CNL6XHSG?qid=1702366350&sr=1-266&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
World Keeper: Digital Advent,"World Keeper, Book 11",['Justin Miller'],['Stephen Bel Davies'],World Keeper Series,Length: 26 hrs and 2 mins,Release date: 12-05-23,Language: English,5 out of 5 stars,15 ratings,$24.49,,,[],https://www.audible.com/pd/World-Keeper-Digital-Advent-Audiobook/B0CL5JQQG9?qid=1702366350&sr=1-267&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
To Spark a Match,"The Matchmakers, Book 2",['Jen Turano'],['Nancy Peterson'],The Matchmakers,Length: 11 hrs and 40 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,14 ratings,$20.99,,,[],https://www.audible.com/pd/To-Spark-a-Match-Audiobook/B0CLVS6WTL?qid=1702366350&sr=1-268&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Earthfather,"Magitech Legacy, Book 8",['Chris Fox'],['Ryan Kennard Burke'],Magitech Legacy,Length: 6 hrs and 50 mins,Release date: 10-24-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/The-Earthfather-Audiobook/B0CLNF6FL7?qid=1702366350&sr=1-269&ref_pageloadid=pZgqVJNFGgT0fDhs&ref=a_search_c3_lProduct_6_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=6H1BXFMWG6R29CCCX1SM&pageLoadId=2IXkCewvxhPQ0OMZ&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
