title,subtitle,authors,narrators,series,length,release_date,language,rating,no_of_ratings,regular_price,sales_price,category,genres,url
Naughty Neil,A Hidden Species Novella,['Louisa Masters'],['Joel Leslie'],Hidden Species Series,Length: 1 hr and 33 mins,Release date: 12-05-23,Language: English,5 out of 5 stars,22 ratings,$6.99,,,[],https://www.audible.com/pd/Naughty-Neil-Audiobook/B0CNQSJ7RF?qid=1702366247&sr=1-92&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_42&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Claus and Effect,,['Piper Rayne'],"['Lee Samuel', 'Brooke Bloomingdale']",,Length: 6 hrs and 21 mins,Release date: 11-10-23,Language: English,4.5 out of 5 stars,34 ratings,$19.95,,,[],https://www.audible.com/pd/Claus-and-Effect-Audiobook/B0CN3KQR3H?qid=1702366247&sr=1-93&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_43&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Love the Way You Spy,"Masters and Mercenaries: New Recruits, Book 1",['Lexi Blake'],['Ryan West'],Masters and Mercenaries: New Recruits,Length: 14 hrs and 32 mins,Release date: 11-28-23,Language: English,4.5 out of 5 stars,21 ratings,$20.99,,,[],https://www.audible.com/pd/Love-the-Way-You-Spy-Audiobook/B0CNBQ7XPD?qid=1702366247&sr=1-94&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_44&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
His Curvy Rejected Mate,"The Five Packs, Book 4",['Cate C. Wells'],"['Faith Clark', 'Christopher Rourke']",The Five Packs,Length: 8 hrs and 7 mins,Release date: 11-09-23,Language: English,5 out of 5 stars,15 ratings,$19.95,,,[],https://www.audible.com/pd/His-Curvy-Rejected-Mate-Audiobook/B0CN1VHBWN?qid=1702366247&sr=1-95&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_45&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Learn Arabic Ultimate Bundle,"Lessons 1-44, Modern Standard Arabic Level 1: Essentials of Grammar, Conversation, & Vocabulary",['Global Citizen Language Learning'],['Mehdi Ben Mahmoud'],,Length: 13 hrs and 28 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,12 ratings,$24.95,,,[],https://www.audible.com/pd/Learn-Arabic-Ultimate-Bundle-Audiobook/B0CP8MVP4P?qid=1702366247&sr=1-96&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_46&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Civil War Chronicles,"Unforgettable Stories of Courage, Compassion, and Heroism for Kids: Inspiring Tales of Patriotism and Bravery (Young Heroes of History, Book 1)",['Pathways Press'],['Elsa Wagner'],,Length: 2 hrs and 51 mins,Release date: 12-04-23,Language: English,5 out of 5 stars,14 ratings,$6.95,,,[],https://www.audible.com/pd/Civil-War-Chronicles-Audiobook/B0CP8L86KF?qid=1702366247&sr=1-97&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_47&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Overcome Unhealthy Relationships, Gaslighting, Anxious Attachment and Codependency",Master Self-Compassion and Self-Care to Ease Narcissistic Abuse Recovery and Enjoy Life,['Robert J. Charles'],['Rodney Tompkins'],,Length: 15 hrs and 2 mins,Release date: 11-14-23,Language: English,5 out of 5 stars,12 ratings,$24.95,,,[],https://www.audible.com/pd/Overcome-Unhealthy-Relationships-Gaslighting-Anxious-Attachment-and-Codependency-Audiobook/B0CNBL146L?qid=1702366247&sr=1-98&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_48&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Compassionate Care,"Navigating Dementia Together: How to be Confident and Informed in the Care of Your Loved One, Access Tools to Provide the Best Quality of Life, Maintain Your Work-Life Balance",['L E Summers'],['Patricia Shade'],,Length: 3 hrs and 32 mins,Release date: 11-16-23,Language: English,5 out of 5 stars,14 ratings,$14.95,,,[],https://www.audible.com/pd/Compassionate-Care-Audiobook/B0CNDFTY78?qid=1702366247&sr=1-99&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_49&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Let's Do This,,['Loren Leigh'],"['Liam DiCosimo', 'Tim Paige']",,Length: 10 hrs and 34 mins,Release date: 11-21-23,Language: English,5 out of 5 stars,21 ratings,$24.95,,,[],https://www.audible.com/pd/Lets-Do-This-Audiobook/B0CNSL2SP7?qid=1702366247&sr=1-100&ref_pageloadid=skUVBkWAtKMYAaAt&ref=a_search_c3_lProduct_2_50&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=83EP08MTZV8F08YBA56J&pageLoadId=naTtW6SGdPSgXMzR&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Murder on the Cornish Cliffs,"A Lady Eleanor Swift Mystery, Book 16",['Verity Bright'],['Karen Cass'],A Lady Eleanor Swift Mystery,Length: 8 hrs and 35 mins,Release date: 12-01-23,Language: English,5 out of 5 stars,34 ratings,$19.95,,,[],https://www.audible.com/pd/Murder-on-the-Cornish-Cliffs-Audiobook/B0CNKWD1NC?qid=1702366268&sr=1-101&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_1&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Bad Blood,"Detective Kim Stone, Book 19",['Angela Marsons'],['Jan Cramer'],Detective Kim Stone Crime Thriller Series,Length: 8 hrs and 12 mins,Release date: 11-15-23,Language: English,4.5 out of 5 stars,69 ratings,$19.95,,,[],https://www.audible.com/pd/Bad-Blood-Audiobook/B0CM9N8SX3?qid=1702366268&sr=1-102&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_2&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dr. Fake Fiancé,"The Doctors Series, Book 4",['Louise Bay'],"['Shane East', 'Andi Arndt']",Doctors,Length: 8 hrs and 26 mins,Release date: 11-09-23,Language: English,4.5 out of 5 stars,66 ratings,$19.95,,,[],https://www.audible.com/pd/Dr-Fake-Fiance-Audiobook/B0CMJRCD7X?qid=1702366268&sr=1-103&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_3&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Rak Chazak,An Ancient Hebrew War Cry to Inspire Extraordinary Courage in Your Everyday Life.,['Cody Bobay'],"['Cody Bobay', 'Paul Cartwright']",,Length: 2 hrs and 58 mins,Release date: 11-28-23,Language: English,5 out of 5 stars,16 ratings,$6.95,,,[],https://www.audible.com/pd/Rak-Chazak-Audiobook/B0CP4M3WS8?qid=1702366268&sr=1-104&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_4&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Mental Health Workbook for Sensitive Teens,Emotional Growth Strategies for Nurturing Mental Health Wellness and Resilience to Find Inner Peace,"['Reshad Nazari', 'Lema Hedayat MD']",['Mandy Biggers'],,Length: 3 hrs,Release date: 12-02-23,Language: English,5 out of 5 stars,16 ratings,$14.95,,,[],https://www.audible.com/pd/Mental-Health-Workbook-for-Sensitive-Teens-Audiobook/B0CNV26MJZ?qid=1702366268&sr=1-105&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_5&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
The Confident Teen,"A Practical Guide to Boost Your Confidence, Transform Your Self-Worth, and Take Control of Your Life",['Marnie David'],['Natalie Flores'],,Length: 3 hrs and 32 mins,Release date: 11-06-23,Language: English,5 out of 5 stars,16 ratings,$6.95,,,[],https://www.audible.com/pd/The-Confident-Teen-Audiobook/B0CMRV8TNL?qid=1702366268&sr=1-106&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_6&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Festive Family Fun,"A Christmas Collection: Jokes, Questions, and Bedtime Stories to Celebrate the Season",['TZ Publishing'],"['Rebekah Amber Clark', 'Aracelis Gotay', 'Ashleea Miller']",,Length: 3 hrs and 3 mins,Release date: 11-06-23,Language: English,5 out of 5 stars,16 ratings,$14.95,,,[],https://www.audible.com/pd/Festive-Family-Fun-Audiobook/B0CMK7Y56R?qid=1702366268&sr=1-107&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_7&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Bittersweet,"True North: Small Town Romance, Book 1",['Sarina Bowen'],"['Tad Branson', 'Saskia Maarleveld']",True North (Bowen),Length: 9 hrs and 32 mins,Release date: 11-14-23,Language: English,4.5 out of 5 stars,"6,150 ratings",$19.95,,,[],https://www.audible.com/pd/Bittersweet-Audiobook/B0CN9PJ7ST?qid=1702366268&sr=1-108&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_8&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Make-Believe Match,"Cherry Tree Harbor, Book 3",['Melanie Harlow'],"['Robert Hatchet', 'CJ Bloom']",Cherry Tree Harbor,Length: 8 hrs and 46 mins,Release date: 12-02-23,Language: English,5 out of 5 stars,22 ratings,$19.95,,,[],https://www.audible.com/pd/Make-Believe-Match-Audiobook/B0CP9VM3YS?qid=1702366268&sr=1-109&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_9&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Turkeys,,"['Lucy Lennox', 'May Archer']",['Michael Dean'],Licking Thicket,Length: 5 hrs and 52 mins,Release date: 11-22-23,Language: English,5 out of 5 stars,22 ratings,$19.95,,,[],https://www.audible.com/pd/Turkeys-Audiobook/B0CNTTDQKP?qid=1702366268&sr=1-110&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_10&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Don't Quit Your Daydream,,['Adrian J. Smith'],['Lori Prince'],,Length: 11 hrs and 43 mins,Release date: 11-08-23,Language: English,5 out of 5 stars,21 ratings,$24.95,,,[],https://www.audible.com/pd/Dont-Quit-Your-Daydream-Audiobook/B0CMYB4MV7?qid=1702366268&sr=1-111&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_11&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Our Own Way 2,A Slice of Life Men's Romance,['Misty Vixen'],['Melanie Hastings'],Our Own Way,Length: 12 hrs and 41 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,31 ratings,$48.99,,,[],https://www.audible.com/pd/Our-Own-Way-2-Audiobook/B0CN7G4Y8K?qid=1702366268&sr=1-112&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_12&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"The Best Sexy, Hot, Romantic Sex Stories for Horny Adults",,['Savana Love'],['Aracelis Gotay'],,Length: 3 hrs and 3 mins,Release date: 11-06-23,Language: English,5 out of 5 stars,31 ratings,$14.95,,,[],https://www.audible.com/pd/The-Best-Sexy-Hot-Romantic-Sex-Stories-for-Horny-Adults-Audiobook/B0CMQYXSD6?qid=1702366268&sr=1-113&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_13&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
On a Night Like This,"Winter Nights, Book 3",['Liz Maverick'],"['Dara Rosenberg', 'Andrew Eiden']",Winter Nights,Length: 3 hrs and 34 mins,Release date: 11-16-23,Language: English,4.5 out of 5 stars,779 ratings,$24.95,,,[],https://www.audible.com/pd/On-a-Night-Like-This-Audiobook/B0CMBVQKPT?qid=1702366268&sr=1-114&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_14&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
In the City of Men,"A Dream of Wings & Flame, Book 2",['Cale Plamann'],['Neil Hellegers'],Dream of Wings & Flame,Length: 12 hrs and 30 mins,Release date: 11-03-23,Language: English,4.5 out of 5 stars,57 ratings,$24.95,,,[],https://www.audible.com/pd/In-the-City-of-Men-Audiobook/B0CMDGFG5K?qid=1702366268&sr=1-115&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_15&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Cruel Lies,"Messina Crime Family, Book 2",['Lilian Harris'],"['Troy Duran', 'Brooke Daniels']",Messina Crime Family,Length: 9 hrs and 43 mins,Release date: 11-10-23,Language: English,5 out of 5 stars,30 ratings,$19.95,,,[],https://www.audible.com/pd/Cruel-Lies-Audiobook/B0CLVPD8C7?qid=1702366268&sr=1-116&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_16&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
It’s a Hell of a Midlife,"The Good to the Last Death Series, Book 10",['Robyn Peterman'],['Jessica Almasy'],Good To The Last Death,Length: 4 hrs and 49 mins,Release date: 12-04-23,Language: English,4.5 out of 5 stars,58 ratings,$22.37,,,[],https://www.audible.com/pd/Its-a-Hell-of-a-Midlife-Audiobook/B0CMF3Y18F?qid=1702366268&sr=1-117&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_17&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Singularity Tower,A sci-Fi Tower Climbing Adventure,['Deacon Frost'],"['Giancarlo Hererra', 'Hannah Schooner']",,Length: 11 hrs and 42 mins,Release date: 12-03-23,Language: English,5 out of 5 stars,15 ratings,$48.99,,,[],https://www.audible.com/pd/Singularity-Tower-Audiobook/B0CP8DNMKM?qid=1702366268&sr=1-118&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_18&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Discovering America's National Parks,A Complete Guide,['William Peterson'],['Gary Middleton'],,Length: 4 hrs and 39 mins,Release date: 11-20-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Discovering-Americas-National-Parks-Audiobook/B0CNL4TQXV?qid=1702366268&sr=1-119&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_19&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Plan Your Success,"Seven Strategies to Get Started on Any Goal, Manage Setbacks, and Achieve Strategic Objectives in Record-Breaking Time",['Michael Wu'],['Joe George'],,Length: 3 hrs and 17 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,15 ratings,$14.95,,,[],https://www.audible.com/pd/Plan-Your-Success-Audiobook/B0CNL4RTFY?qid=1702366268&sr=1-120&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_20&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Snowed In,Catherine Walsh Christmas Romcoms,['Catherine Walsh'],"['Colm Gleeson', 'Roisin Rankin']",Catherine Walsh Christmas Romcoms,Length: 10 hrs and 38 mins,Release date: 11-01-23,Language: English,4.5 out of 5 stars,50 ratings,$24.95,,,[],https://www.audible.com/pd/Snowed-In-Audiobook/B0CLVPX714?qid=1702366268&sr=1-121&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_21&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
I'm in Love with the Villainess,"Light Novel, Vol. 1",['Inori'],['Courtney Shaw'],I'm in Love with the Villainess,Length: 6 hrs and 54 mins,Release date: 11-18-23,Language: English,5 out of 5 stars,19 ratings,$19.95,,,[],https://www.audible.com/pd/Im-in-Love-with-the-Villainess-Audiobook/B0CN7LCH1B?qid=1702366268&sr=1-122&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_22&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Food Stamp Warrior,A Memoir,['John Deaton'],['John Deaton'],,Length: 10 hrs and 50 mins,Release date: 10-31-23,Language: English,5 out of 5 stars,19 ratings,$24.95,,,[],https://www.audible.com/pd/Food-Stamp-Warrior-Audiobook/B0CM71WHZ7?qid=1702366268&sr=1-123&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_23&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
"Recovery from Narcissistic Abuse, Gaslighting, Codependency, Trauma Bond & Complex PTSD: The Complete Guide to Healing from Toxic Relationships, Emotional Abuse & Breaking the Cycle of Trauma Bonds",,['Madison Bright'],['Greer Gray'],,Length: 6 hrs and 1 min,Release date: 12-06-23,Language: English,5 out of 5 stars,19 ratings,$19.95,,,[],https://www.audible.com/pd/Recovery-from-Narcissistic-Abuse-Gaslighting-Codependency-Trauma-Bond-Complex-PTSD-The-Complete-Guide-to-Healing-from-Toxic-Relationships-Emotional-Abuse-Breaking-the-Cycle-of-Trauma-Bonds-Audiobook/B0CPKH72V5?qid=1702366268&sr=1-124&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_24&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Devoted,"Beneath the Mask Series, Book 3",['Luna Mason'],"['Joe Arden', 'Desiree Ketchum']",Beneath the Mask Series,Length: 12 hrs and 26 mins,Release date: 11-15-23,Language: English,4.5 out of 5 stars,48 ratings,$24.95,,,[],https://www.audible.com/pd/Devoted-Audiobook/B0CM6V2JZR?qid=1702366268&sr=1-125&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_25&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Path of Stars,"Guardian of Aster Fall, Book 5",['David North'],"['John Pirhalla', 'Stephanie Nemeth-Parker']",Guardian of Aster Fall,Length: 20 hrs and 2 mins,Release date: 11-10-23,Language: English,4.5 out of 5 stars,45 ratings,$29.95,,,[],https://www.audible.com/pd/Path-of-Stars-Audiobook/B0CN1M6HPR?qid=1702366268&sr=1-126&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_26&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Husband and Wife,,['K. L. Slater'],['Clare Corbett'],,Length: 9 hrs and 11 mins,Release date: 11-30-23,Language: English,4.5 out of 5 stars,173 ratings,$16.35,,,[],https://www.audible.com/pd/Husband-and-Wife-Audiobook/B0CN1M4BV1?qid=1702366268&sr=1-127&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_27&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Chasmfall,"The Weirkey Chronicles, Book 4",['Sarah Lin'],['Travis Baldree'],The Weirkey Chronicles,Length: 7 hrs and 40 mins,Release date: 11-17-23,Language: English,5 out of 5 stars,28 ratings,$19.95,,,[],https://www.audible.com/pd/Chasmfall-Audiobook/B0CNKVXB79?qid=1702366268&sr=1-128&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_28&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Dirty Crazy Bad: The Complete Collection,Dirty Crazy Bad Duet,['Siobhan Davis'],"['Ramona Master', 'Michael Gallagher']",Dirty Crazy Bad Duet,Length: 31 hrs and 47 mins,Release date: 11-15-23,Language: English,5 out of 5 stars,14 ratings,$29.95,,,[],https://www.audible.com/pd/Dirty-Crazy-Bad-The-Complete-Collection-Audiobook/B0CM3ZLVW5?qid=1702366268&sr=1-129&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_29&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
Kill Box,"Drop Trooper, Book 9",['Rick Partlow'],['James Patrick Cronin'],Drop Trooper,Length: 7 hrs and 7 mins,Release date: 11-13-23,Language: English,5 out of 5 stars,14 ratings,$19.95,,,[],https://www.audible.com/pd/Kill-Box-Audiobook/B0CN79LM67?qid=1702366268&sr=1-130&ref_pageloadid=naTtW6SGdPSgXMzR&ref=a_search_c3_lProduct_3_30&pf_rd_p=83218cca-c308-412f-bfcf-90198b687a2f&pf_rd_r=A6KKRE96DD2W460K64RK&pageLoadId=tn7OwVVb9uWQp3eH&ref_plink=not_applicable&creativeId=0d6f6720-f41c-457e-a42b-8c8dceb62f2c
